slug,title,purpose,categories,source_url,secretariat,website,registered_contact_name,date_of_most_recent_agm
dementia,All-Party Parliamentary Group on Dementia,To raise awareness of dementia in Parliament and promote policy solutions to reduce the devastation caused by dementia.,"Health, Medicine & Public Health|Social Care, Welfare & Family Support",https://publications.parliament.uk/pa/cm/cmallparty/260223/dementia.htm,Alzheimer's Society acts as the group's secretariat.https://www.alzheimers.org.uk/,https://www.alzheimers.org.uk/about-us/policy-and-influencing/all-party-parliamentary-group-dementia,Debbie Abrahams MP,2024-11-26 00:00:00
dementia-in-sport,All-Partly Parliamentary Group on Dementia in Sport,"The group aims to raise awareness, collect evidence, and make clear recommendations to protect athletes from head injuries incurred from sport.","Health, Medicine & Public Health|Sport, Recreation & Physical Activity",https://publications.parliament.uk/pa/cm/cmallparty/260223/dementia-in-sport.htm,,None,Jo White MP,2025-10-21 00:00:00
democratic-republic-of-congo,All-Party Parliamentary Group on the Democratic Republic of Congo,To promote bilateral trade and diplomatic relations and interests between the United Kingdom and the Democratic Republic of Congo.,Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260112/democratic-republic-of-congo.htm,,None,Sir Gavin Williamson MP,2024-10-16 00:00:00
dentistry-and-oral-health,All-Party Parliamentary Group for Dentistry and Oral Health,"The APPG acts as a forum for dental and oral health issues in Parliament, works to raise the profile of dentistry, highlighting the views of patients and the profession, and campaigns to improve oral health and the quality of dental services.","Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/dentistry-and-oral-health.htm,British Dental Association acts as the group's secretariat.https://www.bda.org/,https://www.bda.org/what-we-do/campaigns-and-advocacy/lobbying/appg-for-dentistry-and-oral-health/,Yasmin Qureshi MP,2025-12-09 00:00:00
diabetes,All-Party Parliamentary Group for Diabetes,"The APPG provides a conduit for diabetes charities, researchers and experts to parliamentarians. It will facilitate discussions about policy, research and treatment of diabetes.","Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/diabetes.htm,Diabetes UK and Breakthrough T1D jointly act as the group's secretariat.https://www.diabetes.org.ukandhttps://www.breakthrought1d.org,https://diabetesappg.wordpress.com/,Tom Gordon MP,2025-02-12 00:00:00
digital-communities,All-Party Parliamentary Group on Digital Communities,"To promote the delivery of digitally equipped places that support and foster a connected, healthy, and productive community. This includes the creation and maintenance of sustainable digital infrastructure and providing residents with equal opportunity to thrive in a digital world.","Science, Technology & Innovation|Infrastructure, Transport & Mobility|Economy, Business & Industry",https://publications.parliament.uk/pa/cm/cmallparty/260223/digital-communities.htm,Local Government Association acts as the group's secretariat.https://www.local.gov.uk/,None,Helen Morgan MP,2026-02-03 00:00:00
digital-creators,All-Party Parliamentary Group for Digital Creators,"To champion the digital creator economy and advocate for content creators as a profession in recognition of their profound economic and cultural contributions across the UK. Working to remove barriers to growth, helping all UK creators reach their full potential.","Economy, Business & Industry|Arts, Culture, Heritage & Media|Science, Technology & Innovation",https://publications.parliament.uk/pa/cm/cmallparty/260223/digital-creators.htm,The Digital Creators Association and Influencer Marketing Trade Body jointly act as the group's secretariat.https://www.digitalcreatorassociation.com/andhttps://imtb.org.uk/,https://digitalcommunities.inparliament.uk/,Feryal Clark MP,2025-09-02 00:00:00
digital-identity,All-Party Parliamentary Group on Digital Identity,To raise awareness of Digital ID issues by providing a forum for briefings and discussion. The group will address how Digital ID systems and techniques affect consumers and businesses and its role in the smooth working of the UK economy and society. The group will promote inclusion and understanding for non-specialists.,"Economy, Business & Industry",https://publications.parliament.uk/pa/cm/cmallparty/260223/digital-identity.htm,Wychwood Consulting Ltd acts as the group's secretariat.https://www.wychwoodconsultingltd.co.uk/,https://digitalidentitiesappg.wordpress.com/,Dr Allison Gardner MP,2026-01-27 00:00:00
digital-inclusion,Digital Inclusion All-Party Parliamentary Group,"The APPG brings together parliamentarians, industry experts and civil society to explore policies to improve digital inclusion with the aim to close the digital divide in the UK. The APPG is committed to finding and amplifying ways to enhance access to data and devices and improve digital skills.","Education, Skills & Youth",https://publications.parliament.uk/pa/cm/cmallparty/260223/digital-inclusion.htm,Lodestone Communications acts as the group's secretariat.https://lodestonecommunications.com/,https://www.datapovertyappg.co.uk/,Dan Aldridge MP,2026-01-14 00:00:00
digital-markets-and-digital-money,All-Party Parliamentary Group on Digital Markets and Digital Money,"The APPG covers the regulation of digital financial markets, regulated currencies (retail/wholesale central bank digital currency (CBDC), Tokenised Deposits and Stablecoin), and all aspects of current and emerging forms of money and payment from cash to CBDCs. It will look at the development of the future UK/global payments landscape.","Finance, Markets & Consumer Affairs|Science, Technology & Innovation",https://publications.parliament.uk/pa/cm/cmallparty/260112/digital-markets-and-digital-money.htm,Portdex Ltd acts as the group's secretariat.https://portdex.com/,https://appgcbdc.org.uk/,Lauren Edwards MP,2024-10-21 00:00:00
digital-regulation-and-responsibility,All-Party Parliamentary Group on Digital Regulation and Responsibility,The APPG is a generative space for parliamentary discussions about policy relating to technology and society. Through a cross-party approach we seek to ensure robust enforcement of existing legislation and enhance new policy throughout the legislative process through discussions with world-leading experts.,"Science, Technology & Innovation",https://publications.parliament.uk/pa/cm/cmallparty/251201/digital-regulation-and-responsibility.htm,Reset acts as the group's secretariat.https://www.reset.tech/,https://appg.tech/,None,2024-09-11 00:00:00
disability,All-Party Parliamentary Group on Disability,"A cross-party group of members of Parliament from both the commons and the lords. Focusing on the issues that affect all disabled people regardless of their disability, impairment, health condition or other protected characteristics.","Human Rights, Equality & Social Justice",https://publications.parliament.uk/pa/cm/cmallparty/260223/disability.htm,Disability Rights UK acts as the group's secretariat.https://www.disabilityrightsuk.org/,https://www.disabilityrightsuk.org/policy-campaigns/all-party-parliamentary-disability-group-appdg,Marsha De Cordova MP,2025-05-14 00:00:00
diversity-and-inclusion-in-science-technology-engineering-and-mathematics,"All-Party Parliamentary Group on Diversity and Inclusion in Science, Technology, Engineering and Mathematics","The APPG aims to promote the inclusion and progression of people from diverse backgrounds in Science, Technology, Engineering and Mathematics (STEM), and to encourage Government, parliamentarians, academics, businesses and others to work towards a STEM sector that is representative of the population.","Science, Technology & Innovation",https://publications.parliament.uk/pa/cm/cmallparty/260223/diversity-and-inclusion-in-science-technology-engineering-and-mathematics.htm,British Science Association acts as the group's secretariat.https://www.britishscienceassociation.org/,https://www.britishscienceassociation.org/appg-diversity-inclusion-stem,Samantha Niblett MP,2026-02-11 00:00:00
dog-advisory-welfare,All-Party Parliamentary Dog Advisory Welfare Group,"To help explore, highlight, discuss, educate, celebrate, as well as challenge various dog-related activities, legislation, campaigns, petitions, and trends; with the overall aim of improving both the health and welfare of the UK's dogs, dog owners, and society in general.",Animals & Animal Welfare,https://publications.parliament.uk/pa/cm/cmallparty/260223/dog-advisory-welfare.htm,Marc the Vet Ltd acts as the group's secretariat.https://marcthevet.net/,https://apdawg.co.uk/,Irene Campbell MP,2025-10-15 00:00:00
